instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
148607495,580498,CRUDEOIL26OCT9950CE,"CRUDEOIL",0,2026-10-15,9950,0.1,1,CE,MCX-OPT,MCX
148607751,580499,CRUDEOIL26OCT10000CE,"CRUDEOIL",0,2026-10-15,10000,0.1,1,CE,MCX-OPT,MCX
148608007,580500,CRUDEOIL26OCT10050CE,"CRUDEOIL",0,2026-10-15,10050,0.1,1,CE,MCX-OPT,MCX
148608263,580501,CRUDEOIL26OCT10100CE,"CRUDEOIL",0,2026-10-15,10100,0.1,1,CE,MCX-OPT,MCX
148608519,580502,CRUDEOIL26OCT10150CE,"CRUDEOIL",0,2026-10-15,10150,0.1,1,CE,MCX-OPT,MCX
148608775,580503,CRUDEOIL26OCT10200CE,"CRUDEOIL",0,2026-10-15,10200,0.1,1,CE,MCX-OPT,MCX
148609031,580504,CRUDEOIL26OCT10250CE,"CRUDEOIL",0,2026-10-15,10250,0.1,1,CE,MCX-OPT,MCX
148609287,580505,CRUDEOIL26OCT10300CE,"CRUDEOIL",0,2026-10-15,10300,0.1,1,CE,MCX-OPT,MCX
148609543,580506,CRUDEOIL26OCT10350CE,"CRUDEOIL",0,2026-10-15,10350,0.1,1,CE,MCX-OPT,MCX
148609799,580507,CRUDEOIL26OCT10400CE,"CRUDEOIL",0,2026-10-15,10400,0.1,1,CE,MCX-OPT,MCX
148610055,580508,CRUDEOIL26OCT10450CE,"CRUDEOIL",0,2026-10-15,10450,0.1,1,CE,MCX-OPT,MCX
148610311,580509,CRUDEOIL26OCT10500CE,"CRUDEOIL",0,2026-10-15,10500,0.1,1,CE,MCX-OPT,MCX
148610567,580510,CRUDEOIL26OCT10550CE,"CRUDEOIL",0,2026-10-15,10550,0.1,1,CE,MCX-OPT,MCX
148610823,580511,CRUDEOIL26OCT10600CE,"CRUDEOIL",0,2026-10-15,10600,0.1,1,CE,MCX-OPT,MCX
148611079,580512,CRUDEOIL26OCT10650CE,"CRUDEOIL",0,2026-10-15,10650,0.1,1,CE,MCX-OPT,MCX
148611335,580513,CRUDEOIL26OCT10700CE,"CRUDEOIL",0,2026-10-15,10700,0.1,1,CE,MCX-OPT,MCX
148611591,580514,CRUDEOIL26OCT10750CE,"CRUDEOIL",0,2026-10-15,10750,0.1,1,CE,MCX-OPT,MCX
148611847,580515,CRUDEOIL26OCT10800CE,"CRUDEOIL",0,2026-10-15,10800,0.1,1,CE,MCX-OPT,MCX
148612103,580516,CRUDEOIL26OCT10850CE,"CRUDEOIL",0,2026-10-15,10850,0.1,1,CE,MCX-OPT,MCX
148612359,580517,CRUDEOIL26OCT10900CE,"CRUDEOIL",0,2026-10-15,10900,0.1,1,CE,MCX-OPT,MCX
148612615,580518,CRUDEOIL26OCT10950CE,"CRUDEOIL",0,2026-10-15,10950,0.1,1,CE,MCX-OPT,MCX
148612871,580519,CRUDEOIL26OCT11000CE,"CRUDEOIL",0,2026-10-15,11000,0.1,1,CE,MCX-OPT,MCX
148613127,580520,CRUDEOIL26OCT11050CE,"CRUDEOIL",0,2026-10-15,11050,0.1,1,CE,MCX-OPT,MCX
148613383,580521,CRUDEOIL26OCT11100CE,"CRUDEOIL",0,2026-10-15,11100,0.1,1,CE,MCX-OPT,MCX
148613639,580522,CRUDEOIL26OCT11150CE,"CRUDEOIL",0,2026-10-15,11150,0.1,1,CE,MCX-OPT,MCX
148613895,580523,CRUDEOIL26OCT11200CE,"CRUDEOIL",0,2026-10-15,11200,0.1,1,CE,MCX-OPT,MCX
148614151,580524,CRUDEOIL26OCT11250CE,"CRUDEOIL",0,2026-10-15,11250,0.1,1,CE,MCX-OPT,MCX
148614407,580525,CRUDEOIL26OCT11300CE,"CRUDEOIL",0,2026-10-15,11300,0.1,1,CE,MCX-OPT,MCX
148614663,580526,CRUDEOIL26OCT11350CE,"CRUDEOIL",0,2026-10-15,11350,0.1,1,CE,MCX-OPT,MCX
148614919,580527,CRUDEOIL26OCT11400CE,"CRUDEOIL",0,2026-10-15,11400,0.1,1,CE,MCX-OPT,MCX
148615175,580528,CRUDEOIL26OCT11450CE,"CRUDEOIL",0,2026-10-15,11450,0.1,1,CE,MCX-OPT,MCX
148615431,580529,CRUDEOIL26OCT11500CE,"CRUDEOIL",0,2026-10-15,11500,0.1,1,CE,MCX-OPT,MCX
148615943,580531,CRUDEOIL26OCT7700PE,"CRUDEOIL",0,2026-10-15,7700,0.1,1,PE,MCX-OPT,MCX
148616199,580532,CRUDEOIL26OCT7650PE,"CRUDEOIL",0,2026-10-15,7650,0.1,1,PE,MCX-OPT,MCX
148616455,580533,CRUDEOIL26OCT7600PE,"CRUDEOIL",0,2026-10-15,7600,0.1,1,PE,MCX-OPT,MCX
148616711,580534,CRUDEOIL26OCT7550PE,"CRUDEOIL",0,2026-10-15,7550,0.1,1,PE,MCX-OPT,MCX
148616967,580535,CRUDEOIL26OCT7500PE,"CRUDEOIL",0,2026-10-15,7500,0.1,1,PE,MCX-OPT,MCX
148617223,580536,CRUDEOIL26OCT7450PE,"CRUDEOIL",0,2026-10-15,7450,0.1,1,PE,MCX-OPT,MCX
148617479,580537,CRUDEOIL26OCT7400PE,"CRUDEOIL",0,2026-10-15,7400,0.1,1,PE,MCX-OPT,MCX
148617735,580538,CRUDEOIL26OCT7350PE,"CRUDEOIL",0,2026-10-15,7350,0.1,1,PE,MCX-OPT,MCX
148617991,580539,CRUDEOIL26OCT7300PE,"CRUDEOIL",0,2026-10-15,7300,0.1,1,PE,MCX-OPT,MCX
148618247,580540,CRUDEOIL26OCT7250PE,"CRUDEOIL",0,2026-10-15,7250,0.1,1,PE,MCX-OPT,MCX
148618503,580541,CRUDEOIL26OCT7200PE,"CRUDEOIL",0,2026-10-15,7200,0.1,1,PE,MCX-OPT,MCX
148618759,580542,CRUDEOIL26OCT7150PE,"CRUDEOIL",0,2026-10-15,7150,0.1,1,PE,MCX-OPT,MCX
148619015,580543,CRUDEOIL26OCT7100PE,"CRUDEOIL",0,2026-10-15,7100,0.1,1,PE,MCX-OPT,MCX
148619271,580544,CRUDEOIL26OCT7050PE,"CRUDEOIL",0,2026-10-15,7050,0.1,1,PE,MCX-OPT,MCX
148619527,580545,CRUDEOIL26OCT7000PE,"CRUDEOIL",0,2026-10-15,7000,0.1,1,PE,MCX-OPT,MCX
148619783,580546,CRUDEOIL26OCT6950PE,"CRUDEOIL",0,2026-10-15,6950,0.1,1,PE,MCX-OPT,MCX
148620039,580547,CRUDEOIL26OCT6900PE,"CRUDEOIL",0,2026-10-15,6900,0.1,1,PE,MCX-OPT,MCX
148620295,580548,CRUDEOIL26OCT6850PE,"CRUDEOIL",0,2026-10-15,6850,0.1,1,PE,MCX-OPT,MCX
148620551,580549,CRUDEOIL26OCT6800PE,"CRUDEOIL",0,2026-10-15,6800,0.1,1,PE,MCX-OPT,MCX
148620807,580550,CRUDEOIL26OCT6750PE,"CRUDEOIL",0,2026-10-15,6750,0.1,1,PE,MCX-OPT,MCX
148621063,580551,CRUDEOIL26OCT6700PE,"CRUDEOIL",0,2026-10-15,6700,0.1,1,PE,MCX-OPT,MCX
148621319,580552,CRUDEOIL26OCT6650PE,"CRUDEOIL",0,2026-10-15,6650,0.1,1,PE,MCX-OPT,MCX
148621575,580553,CRUDEOIL26OCT6600PE,"CRUDEOIL",0,2026-10-15,6600,0.1,1,PE,MCX-OPT,MCX
148621831,580554,CRUDEOIL26OCT6550PE,"CRUDEOIL",0,2026-10-15,6550,0.1,1,PE,MCX-OPT,MCX
148622087,580555,CRUDEOIL26OCT6500PE,"CRUDEOIL",0,2026-10-15,6500,0.1,1,PE,MCX-OPT,MCX
148622343,580556,CRUDEOIL26OCT6450PE,"CRUDEOIL",0,2026-10-15,6450,0.1,1,PE,MCX-OPT,MCX
148622599,580557,CRUDEOIL26OCT6400PE,"CRUDEOIL",0,2026-10-15,6400,0.1,1,PE,MCX-OPT,MCX
148622855,580558,CRUDEOIL26OCT6350PE,"CRUDEOIL",0,2026-10-15,6350,0.1,1,PE,MCX-OPT,MCX
148623111,580559,CRUDEOIL26OCT6300PE,"CRUDEOIL",0,2026-10-15,6300,0.1,1,PE,MCX-OPT,MCX
148623367,580560,CRUDEOIL26OCT6250PE,"CRUDEOIL",0,2026-10-15,6250,0.1,1,PE,MCX-OPT,MCX
148623623,580561,CRUDEOIL26OCT6200PE,"CRUDEOIL",0,2026-10-15,6200,0.1,1,PE,MCX-OPT,MCX
148623879,580562,CRUDEOIL26OCT6150PE,"CRUDEOIL",0,2026-10-15,6150,0.1,1,PE,MCX-OPT,MCX
148624135,580563,CRUDEOIL26OCT6100PE,"CRUDEOIL",0,2026-10-15,6100,0.1,1,PE,MCX-OPT,MCX
148624391,580564,CRUDEOIL26OCT6050PE,"CRUDEOIL",0,2026-10-15,6050,0.1,1,PE,MCX-OPT,MCX
148624647,580565,CRUDEOIL26OCT6000PE,"CRUDEOIL",0,2026-10-15,6000,0.1,1,PE,MCX-OPT,MCX
148624903,580566,CRUDEOIL26OCT5950PE,"CRUDEOIL",0,2026-10-15,5950,0.1,1,PE,MCX-OPT,MCX
148625159,580567,CRUDEOIL26OCT5900PE,"CRUDEOIL",0,2026-10-15,5900,0.1,1,PE,MCX-OPT,MCX
148625415,580568,CRUDEOIL26OCT5850PE,"CRUDEOIL",0,2026-10-15,5850,0.1,1,PE,MCX-OPT,MCX
148625671,580569,CRUDEOIL26OCT5800PE,"CRUDEOIL",0,2026-10-15,5800,0.1,1,PE,MCX-OPT,MCX
148625927,580570,CRUDEOIL26OCT5750PE,"CRUDEOIL",0,2026-10-15,5750,0.1,1,PE,MCX-OPT,MCX
148626183,580571,CRUDEOIL26OCT5700PE,"CRUDEOIL",0,2026-10-15,5700,0.1,1,PE,MCX-OPT,MCX
148626439,580572,CRUDEOIL26OCT5650PE,"CRUDEOIL",0,2026-10-15,5650,0.1,1,PE,MCX-OPT,MCX
148626695,580573,CRUDEOIL26OCT5600PE,"CRUDEOIL",0,2026-10-15,5600,0.1,1,PE,MCX-OPT,MCX
148626951,580574,CRUDEOIL26OCT5550PE,"CRUDEOIL",0,2026-10-15,5550,0.1,1,PE,MCX-OPT,MCX
148627207,580575,CRUDEOIL26OCT5500PE,"CRUDEOIL",0,2026-10-15,5500,0.1,1,PE,MCX-OPT,MCX
148627463,580576,CRUDEOIL26OCT5450PE,"CRUDEOIL",0,2026-10-15,5450,0.1,1,PE,MCX-OPT,MCX
148627719,580577,CRUDEOIL26OCT5400PE,"CRUDEOIL",0,2026-10-15,5400,0.1,1,PE,MCX-OPT,MCX
148627975,580578,CRUDEOIL26OCT5350PE,"CRUDEOIL",0,2026-10-15,5350,0.1,1,PE,MCX-OPT,MCX
148628231,580579,CRUDEOIL26OCT5300PE,"CRUDEOIL",0,2026-10-15,5300,0.1,1,PE,MCX-OPT,MCX
148628487,580580,CRUDEOIL26OCT5250PE,"CRUDEOIL",0,2026-10-15,5250,0.1,1,PE,MCX-OPT,MCX
148628743,580581,CRUDEOIL26OCT5200PE,"CRUDEOIL",0,2026-10-15,5200,0.1,1,PE,MCX-OPT,MCX
148628999,580582,CRUDEOIL26OCT5150PE,"CRUDEOIL",0,2026-10-15,5150,0.1,1,PE,MCX-OPT,MCX
148629255,580583,CRUDEOIL26OCT5100PE,"CRUDEOIL",0,2026-10-15,5100,0.1,1,PE,MCX-OPT,MCX
148629511,580584,CRUDEOIL26OCT5050PE,"CRUDEOIL",0,2026-10-15,5050,0.1,1,PE,MCX-OPT,MCX
148629767,580585,CRUDEOIL26OCT5000PE,"CRUDEOIL",0,2026-10-15,5000,0.1,1,PE,MCX-OPT,MCX
148630023,580586,CRUDEOIL26OCT4950PE,"CRUDEOIL",0,2026-10-15,4950,0.1,1,PE,MCX-OPT,MCX
148630279,580587,CRUDEOIL26OCT4900PE,"CRUDEOIL",0,2026-10-15,4900,0.1,1,PE,MCX-OPT,MCX
148630535,580588,CRUDEOIL26OCT4850PE,"CRUDEOIL",0,2026-10-15,4850,0.1,1,PE,MCX-OPT,MCX
148630791,580589,CRUDEOIL26OCT4800PE,"CRUDEOIL",0,2026-10-15,4800,0.1,1,PE,MCX-OPT,MCX
148631047,580590,CRUDEOIL26OCT4750PE,"CRUDEOIL",0,2026-10-15,4750,0.1,1,PE,MCX-OPT,MCX
148631303,580591,CRUDEOIL26OCT4700PE,"CRUDEOIL",0,2026-10-15,4700,0.1,1,PE,MCX-OPT,MCX
148631559,580592,CRUDEOIL26OCT4650PE,"CRUDEOIL",0,2026-10-15,4650,0.1,1,PE,MCX-OPT,MCX
148631815,580593,CRUDEOIL26OCT4600PE,"CRUDEOIL",0,2026-10-15,4600,0.1,1,PE,MCX-OPT,MCX
148632071,580594,CRUDEOIL26OCT4550PE,"CRUDEOIL",0,2026-10-15,4550,0.1,1,PE,MCX-OPT,MCX
148632327,580595,CRUDEOIL26OCT4500PE,"CRUDEOIL",0,2026-10-15,4500,0.1,1,PE,MCX-OPT,MCX
148632583,580596,CRUDEOIL26OCT4450PE,"CRUDEOIL",0,2026-10-15,4450,0.1,1,PE,MCX-OPT,MCX
148632839,580597,CRUDEOIL26OCT4400PE,"CRUDEOIL",0,2026-10-15,4400,0.1,1,PE,MCX-OPT,MCX
148633095,580598,CRUDEOIL26OCT4350PE,"CRUDEOIL",0,2026-10-15,4350,0.1,1,PE,MCX-OPT,MCX
148633351,580599,CRUDEOIL26OCT4300PE,"CRUDEOIL",0,2026-10-15,4300,0.1,1,PE,MCX-OPT,MCX
148633607,580600,CRUDEOIL26OCT4250PE,"CRUDEOIL",0,2026-10-15,4250,0.1,1,PE,MCX-OPT,MCX
148633863,580601,CRUDEOIL26OCT4200PE,"CRUDEOIL",0,2026-10-15,4200,0.1,1,PE,MCX-OPT,MCX
148634119,580602,CRUDEOIL26OCT4150PE,"CRUDEOIL",0,2026-10-15,4150,0.1,1,PE,MCX-OPT,MCX
148634375,580603,CRUDEOIL26OCT4100PE,"CRUDEOIL",0,2026-10-15,4100,0.1,1,PE,MCX-OPT,MCX
148634631,580604,CRUDEOIL26OCT4050PE,"CRUDEOIL",0,2026-10-15,4050,0.1,1,PE,MCX-OPT,MCX
148634887,580605,CRUDEOIL26OCT4000PE,"CRUDEOIL",0,2026-10-15,4000,0.1,1,PE,MCX-OPT,MCX
148635143,580606,CRUDEOIL26OCT7800PE,"CRUDEOIL",0,2026-10-15,7800,0.1,1,PE,MCX-OPT,MCX
148635399,580607,CRUDEOIL26OCT7850PE,"CRUDEOIL",0,2026-10-15,7850,0.1,1,PE,MCX-OPT,MCX
148635655,580608,CRUDEOIL26OCT7900PE,"CRUDEOIL",0,2026-10-15,7900,0.1,1,PE,MCX-OPT,MCX
148635911,580609,CRUDEOIL26OCT7950PE,"CRUDEOIL",0,2026-10-15,7950,0.1,1,PE,MCX-OPT,MCX
148636167,580610,CRUDEOIL26OCT8000PE,"CRUDEOIL",0,2026-10-15,8000,0.1,1,PE,MCX-OPT,MCX
148636423,580611,CRUDEOIL26OCT8050PE,"CRUDEOIL",0,2026-10-15,8050,0.1,1,PE,MCX-OPT,MCX
148636679,580612,CRUDEOIL26OCT8100PE,"CRUDEOIL",0,2026-10-15,8100,0.1,1,PE,MCX-OPT,MCX
148636935,580613,CRUDEOIL26OCT8150PE,"CRUDEOIL",0,2026-10-15,8150,0.1,1,PE,MCX-OPT,MCX
148637191,580614,CRUDEOIL26OCT8200PE,"CRUDEOIL",0,2026-10-15,8200,0.1,1,PE,MCX-OPT,MCX
148637447,580615,CRUDEOIL26OCT8250PE,"CRUDEOIL",0,2026-10-15,8250,0.1,1,PE,MCX-OPT,MCX
148637703,580616,CRUDEOIL26OCT8300PE,"CRUDEOIL",0,2026-10-15,8300,0.1,1,PE,MCX-OPT,MCX
148637959,580617,CRUDEOIL26OCT8350PE,"CRUDEOIL",0,2026-10-15,8350,0.1,1,PE,MCX-OPT,MCX
148638215,580618,CRUDEOIL26OCT8400PE,"CRUDEOIL",0,2026-10-15,8400,0.1,1,PE,MCX-OPT,MCX
148638471,580619,CRUDEOIL26OCT8450PE,"CRUDEOIL",0,2026-10-15,8450,0.1,1,PE,MCX-OPT,MCX
148638727,580620,CRUDEOIL26OCT8500PE,"CRUDEOIL",0,2026-10-15,8500,0.1,1,PE,MCX-OPT,MCX
148638983,580621,CRUDEOIL26OCT8550PE,"CRUDEOIL",0,2026-10-15,8550,0.1,1,PE,MCX-OPT,MCX
148639239,580622,CRUDEOIL26OCT8600PE,"CRUDEOIL",0,2026-10-15,8600,0.1,1,PE,MCX-OPT,MCX
148639495,580623,CRUDEOIL26OCT8650PE,"CRUDEOIL",0,2026-10-15,8650,0.1,1,PE,MCX-OPT,MCX
148639751,580624,CRUDEOIL26OCT8700PE,"CRUDEOIL",0,2026-10-15,8700,0.1,1,PE,MCX-OPT,MCX
148640007,580625,CRUDEOIL26OCT8750PE,"CRUDEOIL",0,2026-10-15,8750,0.1,1,PE,MCX-OPT,MCX
148640263,580626,CRUDEOIL26OCT8800PE,"CRUDEOIL",0,2026-10-15,8800,0.1,1,PE,MCX-OPT,MCX
148640519,580627,CRUDEOIL26OCT8850PE,"CRUDEOIL",0,2026-10-15,8850,0.1,1,PE,MCX-OPT,MCX
148640775,580628,CRUDEOIL26OCT8900PE,"CRUDEOIL",0,2026-10-15,8900,0.1,1,PE,MCX-OPT,MCX
148641031,580629,CRUDEOIL26OCT8950PE,"CRUDEOIL",0,2026-10-15,8950,0.1,1,PE,MCX-OPT,MCX
148641287,580630,CRUDEOIL26OCT9000PE,"CRUDEOIL",0,2026-10-15,9000,0.1,1,PE,MCX-OPT,MCX
148641543,580631,CRUDEOIL26OCT9050PE,"CRUDEOIL",0,2026-10-15,9050,0.1,1,PE,MCX-OPT,MCX
148641799,580632,CRUDEOIL26OCT9100PE,"CRUDEOIL",0,2026-10-15,9100,0.1,1,PE,MCX-OPT,MCX
148642055,580633,CRUDEOIL26OCT9150PE,"CRUDEOIL",0,2026-10-15,9150,0.1,1,PE,MCX-OPT,MCX
148642311,580634,CRUDEOIL26OCT9200PE,"CRUDEOIL",0,2026-10-15,9200,0.1,1,PE,MCX-OPT,MCX
148642567,580635,CRUDEOIL26OCT9250PE,"CRUDEOIL",0,2026-10-15,9250,0.1,1,PE,MCX-OPT,MCX
148642823,580636,CRUDEOIL26OCT9300PE,"CRUDEOIL",0,2026-10-15,9300,0.1,1,PE,MCX-OPT,MCX
148643079,580637,CRUDEOIL26OCT9350PE,"CRUDEOIL",0,2026-10-15,9350,0.1,1,PE,MCX-OPT,MCX
148643335,580638,CRUDEOIL26OCT9400PE,"CRUDEOIL",0,2026-10-15,9400,0.1,1,PE,MCX-OPT,MCX
148643591,580639,CRUDEOIL26OCT9450PE,"CRUDEOIL",0,2026-10-15,9450,0.1,1,PE,MCX-OPT,MCX
148643847,580640,CRUDEOIL26OCT9500PE,"CRUDEOIL",0,2026-10-15,9500,0.1,1,PE,MCX-OPT,MCX
148644103,580641,CRUDEOIL26OCT9550PE,"CRUDEOIL",0,2026-10-15,9550,0.1,1,PE,MCX-OPT,MCX
148644359,580642,CRUDEOIL26OCT9600PE,"CRUDEOIL",0,2026-10-15,9600,0.1,1,PE,MCX-OPT,MCX
148644615,580643,CRUDEOIL26OCT9650PE,"CRUDEOIL",0,2026-10-15,9650,0.1,1,PE,MCX-OPT,MCX
148644871,580644,CRUDEOIL26OCT9700PE,"CRUDEOIL",0,2026-10-15,9700,0.1,1,PE,MCX-OPT,MCX
148645127,580645,CRUDEOIL26OCT9750PE,"CRUDEOIL",0,2026-10-15,9750,0.1,1,PE,MCX-OPT,MCX
148645383,580646,CRUDEOIL26OCT9800PE,"CRUDEOIL",0,2026-10-15,9800,0.1,1,PE,MCX-OPT,MCX
148645639,580647,CRUDEOIL26OCT9850PE,"CRUDEOIL",0,2026-10-15,9850,0.1,1,PE,MCX-OPT,MCX
148645895,580648,CRUDEOIL26OCT9900PE,"CRUDEOIL",0,2026-10-15,9900,0.1,1,PE,MCX-OPT,MCX
148646151,580649,CRUDEOIL26OCT9950PE,"CRUDEOIL",0,2026-10-15,9950,0.1,1,PE,MCX-OPT,MCX
148646407,580650,CRUDEOIL26OCT10000PE,"CRUDEOIL",0,2026-10-15,10000,0.1,1,PE,MCX-OPT,MCX
148646663,580651,CRUDEOIL26OCT10050PE,"CRUDEOIL",0,2026-10-15,10050,0.1,1,PE,MCX-OPT,MCX
148646919,580652,CRUDEOIL26OCT10100PE,"CRUDEOIL",0,2026-10-15,10100,0.1,1,PE,MCX-OPT,MCX
148647175,580653,CRUDEOIL26OCT10150PE,"CRUDEOIL",0,2026-10-15,10150,0.1,1,PE,MCX-OPT,MCX
148647431,580654,CRUDEOIL26OCT10200PE,"CRUDEOIL",0,2026-10-15,10200,0.1,1,PE,MCX-OPT,MCX
148647687,580655,CRUDEOIL26OCT10250PE,"CRUDEOIL",0,2026-10-15,10250,0.1,1,PE,MCX-OPT,MCX
148647943,580656,CRUDEOIL26OCT10300PE,"CRUDEOIL",0,2026-10-15,10300,0.1,1,PE,MCX-OPT,MCX
148648199,580657,CRUDEOIL26OCT10350PE,"CRUDEOIL",0,2026-10-15,10350,0.1,1,PE,MCX-OPT,MCX
148648455,580658,CRUDEOIL26OCT10400PE,"CRUDEOIL",0,2026-10-15,10400,0.1,1,PE,MCX-OPT,MCX
148648711,580659,CRUDEOIL26OCT10450PE,"CRUDEOIL",0,2026-10-15,10450,0.1,1,PE,MCX-OPT,MCX
148648967,580660,CRUDEOIL26OCT10500PE,"CRUDEOIL",0,2026-10-15,10500,0.1,1,PE,MCX-OPT,MCX
148649223,580661,CRUDEOIL26OCT10550PE,"CRUDEOIL",0,2026-10-15,10550,0.1,1,PE,MCX-OPT,MCX
148649479,580662,CRUDEOIL26OCT10600PE,"CRUDEOIL",0,2026-10-15,10600,0.1,1,PE,MCX-OPT,MCX
148649735,580663,CRUDEOIL26OCT10650PE,"CRUDEOIL",0,2026-10-15,10650,0.1,1,PE,MCX-OPT,MCX
148649991,580664,CRUDEOIL26OCT10700PE,"CRUDEOIL",0,2026-10-15,10700,0.1,1,PE,MCX-OPT,MCX
148650247,580665,CRUDEOIL26OCT10750PE,"CRUDEOIL",0,2026-10-15,10750,0.1,1,PE,MCX-OPT,MCX
148650503,580666,CRUDEOIL26OCT10800PE,"CRUDEOIL",0,2026-10-15,10800,0.1,1,PE,MCX-OPT,MCX
148650759,580667,CRUDEOIL26OCT10850PE,"CRUDEOIL",0,2026-10-15,10850,0.1,1,PE,MCX-OPT,MCX
148651015,580668,CRUDEOIL26OCT10900PE,"CRUDEOIL",0,2026-10-15,10900,0.1,1,PE,MCX-OPT,MCX
148651271,580669,CRUDEOIL26OCT10950PE,"CRUDEOIL",0,2026-10-15,10950,0.1,1,PE,MCX-OPT,MCX
148651527,580670,CRUDEOIL26OCT11000PE,"CRUDEOIL",0,2026-10-15,11000,0.1,1,PE,MCX-OPT,MCX
148651783,580671,CRUDEOIL26OCT11050PE,"CRUDEOIL",0,2026-10-15,11050,0.1,1,PE,MCX-OPT,MCX
148652039,580672,CRUDEOIL26OCT11100PE,"CRUDEOIL",0,2026-10-15,11100,0.1,1,PE,MCX-OPT,MCX
148652295,580673,CRUDEOIL26OCT11150PE,"CRUDEOIL",0,2026-10-15,11150,0.1,1,PE,MCX-OPT,MCX
148652551,580674,CRUDEOIL26OCT11200PE,"CRUDEOIL",0,2026-10-15,11200,0.1,1,PE,MCX-OPT,MCX
148652807,580675,CRUDEOIL26OCT11250PE,"CRUDEOIL",0,2026-10-15,11250,0.1,1,PE,MCX-OPT,MCX
148653063,580676,CRUDEOIL26OCT11300PE,"CRUDEOIL",0,2026-10-15,11300,0.1,1,PE,MCX-OPT,MCX
148653319,580677,CRUDEOIL26OCT11350PE,"CRUDEOIL",0,2026-10-15,11350,0.1,1,PE,MCX-OPT,MCX
148653575,580678,CRUDEOIL26OCT11400PE,"CRUDEOIL",0,2026-10-15,11400,0.1,1,PE,MCX-OPT,MCX
148653831,580679,CRUDEOIL26OCT11450PE,"CRUDEOIL",0,2026-10-15,11450,0.1,1,PE,MCX-OPT,MCX
148654087,580680,CRUDEOIL26OCT11500PE,"CRUDEOIL",0,2026-10-15,11500,0.1,1,PE,MCX-OPT,MCX
148733447,580990,CRUDEOIL26OCT11550CE,"CRUDEOIL",0,2026-10-15,11550,0.1,1,CE,MCX-OPT,MCX
148733703,580991,CRUDEOIL26OCT11600CE,"CRUDEOIL",0,2026-10-15,11600,0.1,1,CE,MCX-OPT,MCX
148734727,580995,CRUDEOIL26OCT11550PE,"CRUDEOIL",0,2026-10-15,11550,0.1,1,PE,MCX-OPT,MCX
148734983,580996,CRUDEOIL26OCT11600PE,"CRUDEOIL",0,2026-10-15,11600,0.1,1,PE,MCX-OPT,MCX
148738055,581008,CRUDEOIL26OCT11650CE,"CRUDEOIL",0,2026-10-15,11650,0.1,1,CE,MCX-OPT,MCX
148739079,581012,CRUDEOIL26OCT11650PE,"CRUDEOIL",0,2026-10-15,11650,0.1,1,PE,MCX-OPT,MCX
148748807,581050,CRUDEOIL26OCT11700CE,"CRUDEOIL",0,2026-10-15,11700,0.1,1,CE,MCX-OPT,MCX
148749063,581051,CRUDEOIL26OCT11750CE,"CRUDEOIL",0,2026-10-15,11750,0.1,1,CE,MCX-OPT,MCX
148749319,581052,CRUDEOIL26OCT11800CE,"CRUDEOIL",0,2026-10-15,11800,0.1,1,CE,MCX-OPT,MCX
148749575,581053,CRUDEOIL26OCT11850CE,"CRUDEOIL",0,2026-10-15,11850,0.1,1,CE,MCX-OPT,MCX
148749831,581054,CRUDEOIL26OCT11900CE,"CRUDEOIL",0,2026-10-15,11900,0.1,1,CE,MCX-OPT,MCX
148750087,581055,CRUDEOIL26OCT11950CE,"CRUDEOIL",0,2026-10-15,11950,0.1,1,CE,MCX-OPT,MCX
148750343,581056,CRUDEOIL26OCT12000CE,"CRUDEOIL",0,2026-10-15,12000,0.1,1,CE,MCX-OPT,MCX
148752903,581066,CRUDEOIL26OCT11700PE,"CRUDEOIL",0,2026-10-15,11700,0.1,1,PE,MCX-OPT,MCX
148753159,581067,CRUDEOIL26OCT11750PE,"CRUDEOIL",0,2026-10-15,11750,0.1,1,PE,MCX-OPT,MCX
148753415,581068,CRUDEOIL26OCT11800PE,"CRUDEOIL",0,2026-10-15,11800,0.1,1,PE,MCX-OPT,MCX
148753671,581069,CRUDEOIL26OCT11850PE,"CRUDEOIL",0,2026-10-15,11850,0.1,1,PE,MCX-OPT,MCX
148753927,581070,CRUDEOIL26OCT11900PE,"CRUDEOIL",0,2026-10-15,11900,0.1,1,PE,MCX-OPT,MCX
148754183,581071,CRUDEOIL26OCT11950PE,"CRUDEOIL",0,2026-10-15,11950,0.1,1,PE,MCX-OPT,MCX
148754439,581072,CRUDEOIL26OCT12000PE,"CRUDEOIL",0,2026-10-15,12000,0.1,1,PE,MCX-OPT,MCX
148763399,581107,CRUDEOIL26OCT3950CE,"CRUDEOIL",0,2026-10-15,3950,0.1,1,CE,MCX-OPT,MCX
148763655,581108,CRUDEOIL26OCT3900CE,"CRUDEOIL",0,2026-10-15,3900,0.1,1,CE,MCX-OPT,MCX
148763911,581109,CRUDEOIL26OCT3850CE,"CRUDEOIL",0,2026-10-15,3850,0.1,1,CE,MCX-OPT,MCX
148764167,581110,CRUDEOIL26OCT3800CE,"CRUDEOIL",0,2026-10-15,3800,0.1,1,CE,MCX-OPT,MCX
148764423,581111,CRUDEOIL26OCT3950PE,"CRUDEOIL",0,2026-10-15,3950,0.1,1,PE,MCX-OPT,MCX
148764679,581112,CRUDEOIL26OCT3900PE,"CRUDEOIL",0,2026-10-15,3900,0.1,1,PE,MCX-OPT,MCX
